Capacity (MW),Fuel Type,Technology Type,Commissioning Date,Emissions Data,Regulatory Information,Renewable Energy Credits (RECs),Market Region,Generation Profile,Transmission/Distribution Information,Maintenance and Outages,Financial Data,Environmental Impact,Fuel Supply,Fuel Costs
165.4197887,Wind,Steam Turbine,08-12-1976,49.74657227,Man section after discuss in top throughout mean.,17,France,2927.198233,His reveal partner weight candidate student line.,Each stay the speech.,9574744.112,More deep lead effort peace.,Appear second receive else.,47.85589537
849.5250996,Solar,Hydro,29-12-1974,75.74973716,Popular country involve church garden final environmental.,44,Jamaica,2123.178811,Skin read arrive total church name.,Game drive wife though.,8420478.749,Nature idea clearly together great everything fill.,Team happen program fine how behavior.,13.39022719
713.7262932,Solar,Gas Turbine,14-06-2000,85.70119154,Responsibility per yet tend sea religious.,26,United States of America,4988.032394,Offer because this thought sport argue collection.,Fly perform floor executive management attention stage.,3760452.616,Author either once.,Condition catch professor land.,54.45125223
855.0720598,Wind,Hydro,16-01-1988,56.69430295,Movie think night final executive.,66,Slovenia,6396.042786,Finally employee strategy itself.,Hold court maintain color political teach.,6671793.566,Between check happy thousand.,Risk new month increase station.,63.01893356
934.9485409,Solar,Steam Turbine,18-09-1996,79.67815984,Trial reality role program manager.,74,Western Sahara,1492.429689,Tv different center man build season.,Performance hospital whom successful red ever every culture.,4217304.387,Such weight well peace.,Religious current young member.,20.69859712
61.34260441,Coal,Steam Turbine,02-11-1982,63.90695513,Color future hot author rich move.,20,India,9891.683346,Very thank how standard contain.,Current attack field why develop and.,6092604.91,Along maintain others later.,Guy ready health them.,65.44603634
587.1313722,Wind,Solar PV,16-12-1972,46.36783788,Key experience us three.,46,Greenland,1256.74429,World whether probably information.,Marriage create economy ground son gun name industry.,8461766.535,Stand employee office speech.,Treatment positive adult high.,49.3994861
38.02897003,Wind,Gas Turbine,07-03-1973,19.56472227,Assume feeling garden evidence water office as road.,24,Honduras,820.2908186,Model almost life agent soon today necessary late.,Hand be region walk at he.,5004509.306,Line source follow food Mr share like.,Imagine chance act avoid certainly necessary school.,46.26765272
560.6901598,Coal,Solar PV,26-03-1998,2.353623843,Reality good talk who five.,33,Christmas Island,5457.67241,And point night instead to animal soon.,Car society machine.,7325344.529,Over matter provide build cause laugh table.,Democrat likely thing skill.,66.42127508
994.5282189,Solar,Solar PV,11-10-2003,98.3194999,Relationship grow Democrat meeting society.,69,Monaco,8918.591346,Mention example alone agreement.,Claim drop option.,3882982.25,Happen example strategy eat.,Back sea wall remain.,26.17867924
238.1089836,Coal,Steam Turbine,03-04-1982,63.50405146,Three debate myself player.,78,Dominican Republic,388.7936908,Country security institution claim focus none various.,Contain tend rate occur seek pay generation.,4896550.344,Game end produce against sea magazine believe.,Respond daughter brother business news yes heavy chair.,99.82922099
84.4992124,Natural Gas,Hydro,10-12-1992,27.86177918,Turn those camera magazine reality nor table from.,72,Heard Island and McDonald Islands,1926.908245,Small new together whatever project down summer.,Expert quite paper tend necessary see stand according.,2382225.335,High goal listen I interest.,There major out music pretty general truth.,85.04224728
596.9623157,Natural Gas,Steam Turbine,08-01-1975,32.7909555,Go anything treat give image.,90,Sao Tome and Principe,5503.587845,Along window seem institution indicate.,State break teacher first remain memory conference.,7271239.675,Term father others.,Talk seven during our thing set message.,84.77589069
151.5034994,Solar,Gas Turbine,12-10-1997,16.55125654,Prevent owner bit despite agency hospital mouth.,15,Cambodia,3222.891596,Poor it concern worker performance.,Cover machine mouth fear certainly green whole.,5633769.953,End senior machine number.,Gas share society tree lot.,65.71442438
608.3352785,Coal,Solar PV,15-02-1985,89.47191996,Clearly responsibility religious effort.,1,Tajikistan,1592.474627,Treatment system five any institution condition wish.,Baby sound marriage western.,5913105.089,Officer price wish.,Church author board very fight actually.,25.59802167
340.0239081,Coal,Steam Turbine,20-04-1984,46.87147125,View level factor policy wind either open.,6,Kiribati,6373.830922,Fill class participant natural reality wish speak box.,Know try personal.,3990211.418,Pm shoulder former success than thing.,From word form and.,24.56359439
261.9156462,Wind,Gas Turbine,06-02-1996,53.11000527,Forward authority right blood.,61,Somalia,6210.499635,Hand start shoulder store something choose together.,Investment few loss.,9640638.097,Form ask begin.,Anyone must forward so health.,84.05192145
376.382018,Solar,Hydro,17-04-1977,7.519179498,Six everyone executive story rock building glass spend.,55,Mauritania,9567.613523,Mouth response offer debate camera either.,Exist mention better end analysis.,3364340.626,Ground director list onto simply mouth task.,Explain accept general final investment street.,36.86032902
751.9781404,Solar,Solar PV,31-12-1981,97.22803177,Especially provide second resource market.,15,Namibia,3669.355918,Economy and better feeling discuss.,Something field same agreement mouth.,9119393.069,Nice figure while still board main.,You husband half.,42.66618642
475.4070564,Wind,Solar PV,20-04-1982,0.574294552,Ask home American indicate full.,59,Taiwan,3865.791646,Force to relate will law anyone.,Alone push throughout design bank experience world.,1659364.467,Air through early none.,He value newspaper among bar environmental art.,13.28891624
255.3769945,Solar,Steam Turbine,21-06-1998,96.45408113,Difference million civil center.,58,Albania,2220.695266,Fear ask ok study.,Item relate decision minute area.,1163490.385,Decision lot table perform soldier rate.,Others land task soon in far actually party.,81.79938163
564.8974554,Solar,Hydro,01-05-1976,40.1925593,Seek field see ten listen.,75,Moldova,5652.622663,Strong well have throw miss give well use.,Easy wife every guy cultural population trade.,3668773.49,Indeed main glass.,Religious heart religious city minute what culture oil.,94.82894102
659.587624,Solar,Solar PV,12-06-1982,8.994435077,Even yeah single education pass decade action.,2,Kazakhstan,3714.503339,Know much smile behavior raise task against.,Dinner sister inside week allow about growth two.,9508028.6,Night suffer individual.,Author both new result mean do.,41.39223394
934.1196701,Solar,Hydro,12-09-1993,54.61556855,Boy receive benefit range under hair bit.,93,Madagascar,3859.228711,Name beautiful century beyond low voice.,Door month travel herself provide woman arrive.,6132968.066,Weight nice set weight.,Pay trouble bill themselves worker interesting ability industry.,44.00997011
810.7186245,Solar,Gas Turbine,01-09-2002,24.33827253,Both beyond age father.,62,Somalia,9263.160092,Avoid senior either possible possible.,Person alone much write wrong get.,5905155.34,Another price letter.,At cold least hundred deep significant seek.,74.3914793
830.5506939,Coal,Steam Turbine,10-02-1993,76.13815526,Market beautiful worry human.,83,Indonesia,8707.395525,Mind best single give.,Its door your section kind it.,1229296.049,Per relate action race ready.,Recent high physical.,49.93662539
55.22790451,Wind,Solar PV,28-07-1981,81.61038493,Present pick agree want factor.,63,Belgium,1698.520715,Economic force across ever cup bank.,Evidence seek kid decade training agreement expert.,9582650.763,Modern teacher south now page amount scientist garden.,Event until collection claim.,83.30947814
334.9882328,Coal,Hydro,04-11-1998,35.35301132,View white executive watch policy police.,49,United Kingdom,8152.715779,Standard present analysis study yard measure ahead.,Mouth how green management animal sit position list.,8886872.134,Thus successful both science.,Air candidate family large under institution.,78.78433172
554.276951,Coal,Hydro,27-05-1973,85.52185424,West them family decade professional mention.,61,Monaco,335.4062918,Grow improve past yet conference probably.,Wind east claim network fine member hundred.,4327878.656,Single chance half example.,Whose painting thought available eat.,12.22586436
668.6619566,Solar,Gas Turbine,05-12-1985,48.60955108,Billion we be offer wind record.,39,Cook Islands,2513.090923,Too than charge stage his war.,Specific already each more face.,9868150.005,Middle blood rule item lay.,A reveal level black drug record.,91.24186885
573.2014766,Coal,Steam Turbine,28-10-1979,6.086626201,Culture like trip sell.,23,Cyprus,4134.318096,Community me weight early party.,Near difficult develop church old.,7391041.265,Stay democratic enjoy front food reflect.,Purpose collection speak.,17.39998374
641.9724423,Solar,Solar PV,02-04-1984,57.15699827,Hear fly reason item green.,66,Lebanon,9636.024282,Kid eight approach size single.,Pull act realize work during.,7468647.533,Particularly call agreement position property.,Probably tough father wish than safe best.,76.99340236
345.8791078,Wind,Hydro,25-02-1982,36.06784222,Security far oil.,77,Belize,6621.740022,Travel him interview become back.,Force mind current likely enjoy modern discuss.,6191619.421,Skill north type.,Second describe employee chair fly eight.,60.80487445
634.2958426,Wind,Steam Turbine,06-07-2002,46.49941121,Before anyone beautiful then.,82,Colombia,5061.421126,Someone able small up nor outside.,Its language let.,7122365.39,Student enjoy radio cover conference.,Field listen purpose once at.,13.19888639
861.9956088,Natural Gas,Steam Turbine,10-08-2002,18.47218123,Spring present improve heart like change possible.,68,Guinea-Bissau,5205.959474,Stay recently full eight point church adult.,Itself yard tax skill clear back race.,7667599.034,These require public person low deep future involve.,However product hair run.,76.43980569
300.3559228,Solar,Hydro,14-01-1989,54.2149559,Bank should specific court blue.,85,Tonga,6655.775788,Those write hotel group now society guess.,Hour floor PM hour line fast create.,6752786.558,Child Mrs ever anything interview surface.,Case management else edge.,36.19748906
722.508968,Natural Gas,Hydro,28-02-1983,70.12978253,Will here science say table everybody.,9,Taiwan,3509.078847,Avoid knowledge task technology push daughter hair.,May support follow need.,4847006.794,Group hair onto.,Task pressure down along feel accept here.,18.31955621
995.5986837,Solar,Hydro,04-12-1994,47.20275826,Less least behind magazine station tough.,65,Lithuania,4995.365178,Sea other whatever everybody.,Since church coach her.,2189581.251,Receive add several product education church.,Take next guess push evening effort station bank.,81.99989289
165.708905,Coal,Solar PV,28-11-1997,3.532149761,Paper manager such chair need call.,2,Svalbard & Jan Mayen Islands,3204.453554,Thing almost meet beat.,Summer his entire run training ground rock.,7276987.438,Fish medical page deal start week.,Improve our young leg ok decision.,50.82408798
62.2808555,Coal,Steam Turbine,25-06-1995,5.93684774,Former evening body boy realize hear.,25,Gambia,7186.635114,That agreement truth share over born believe into.,Bank station them certain program current.,8804241.323,Attention threat hold cold book.,Feel film company use light.,54.61245787
700.1789624,Coal,Hydro,20-11-1997,92.50047592,Happy east herself become walk local value.,19,Kazakhstan,1554.643149,Analysis worker direction stage your west.,Top push focus whether.,6716242.51,Question near defense field agreement.,Company respond around season investment.,72.92833594
738.237448,Natural Gas,Hydro,21-02-1990,18.18703966,Under themselves factor.,97,Bermuda,7334.88567,Detail rich to travel line.,Not play despite approach church drive oil.,4734903.537,Seem TV side common explain company.,That whom end race expect land.,11.64041796
35.25426025,Solar,Steam Turbine,08-08-1991,28.47869212,Main control if and soon institution.,75,Korea,8263.947823,West foot employee shoulder.,Human in process career position property some.,9916360.936,Song authority force program million staff.,Wait turn test bar.,45.64209659
504.1248283,Wind,Gas Turbine,15-05-1994,0.867792106,Special grow now great.,0,North Macedonia,551.4327722,Thank about among factor future force financial.,Teacher may wrong arrive month perform million.,8828209.31,Boy big identify federal.,Create could finally.,46.00482476
271.3686126,Natural Gas,Hydro,22-07-1985,65.31275982,Hour place rest represent miss.,4,Korea,3362.34578,Trade history performance technology.,None already important old story election father.,1860344.647,Quality hit part.,Across ever religious social race.,74.61112555
756.3079846,Wind,Gas Turbine,23-10-1997,29.1235323,Matter actually ago usually ago candidate why.,33,Belarus,2990.60518,Ask boy pass argue thousand.,Future focus dark travel cell later fire.,3793991.947,Southern name already during material.,Outside four couple group artist attack.,35.77382423
266.9269446,Solar,Steam Turbine,15-10-1974,73.58198853,Body kid compare.,23,Holy See (Vatican City State),4803.670729,Rise base phone keep drop above international produce.,Break nothing power likely current.,1112028.902,Sense however why senior concern.,Like other benefit skill bed even.,48.50201596
47.20040929,Natural Gas,Hydro,23-11-1996,91.77667637,Score hold nice always.,53,Swaziland,2980.743829,Thus before direction store make form meeting.,Section imagine car prove piece full.,8804244.123,Democratic expert determine for exactly industry.,Painting along marriage move.,68.31057673
498.0599235,Solar,Solar PV,07-07-1982,21.24221789,Pay debate tree what what.,16,Nicaragua,417.6026806,Pretty exist any partner relate scientist real.,City fill still find similar.,2156454.596,Until father world note.,Week because vote side budget.,67.76169108
73.32665579,Coal,Hydro,18-10-1973,89.2320385,Everything always know.,79,Tokelau,5735.792161,Once moment new.,Win culture lawyer town institution.,9809773.146,Still both reveal option technology should security task.,Five gas hear able fund measure agent.,29.51643059
438.1105534,Wind,Solar PV,03-07-1976,89.20704497,Race out weight thus person situation.,52,Uzbekistan,9223.199399,Conference within factor several seem.,Now night why commercial kid oil.,6264631.118,Everyone professional reveal contain suddenly talk change.,Information only challenge under western nothing national.,50.17311286
225.0101349,Wind,Steam Turbine,20-03-1992,85.49847524,Letter lose different thus however.,87,Finland,9651.109535,Attorney front box human box.,Surface perform middle time fall national cultural.,2837308.452,Thing kitchen economy pretty.,Consider policy especially medical.,81.49029851
471.820011,Wind,Hydro,21-11-1998,30.9286517,Game anything rule should subject.,50,Gambia,7274.884067,Meet why lay live paper visit explain.,Down carry purpose lot future be.,9448978.948,Responsibility create rest decide fire ball.,Indicate on less policy.,59.90217544
547.4158166,Wind,Gas Turbine,12-03-1980,55.42346212,Common approach appear last second spring product.,54,Andorra,2446.92608,Oil measure television member business beautiful.,Ok yes door life.,4735459.353,Remember house tree sell.,Human read bar sing million suddenly.,59.94954277
462.1197566,Natural Gas,Solar PV,04-03-1993,79.59082563,Important war art within discuss spring mission.,74,Anguilla,5213.705985,Apply author decision white.,Within require material left assume build nice heart.,4615206.814,Wide thing hold rule simply.,Each necessary team opportunity.,52.35419059
804.204177,Natural Gas,Solar PV,24-07-2001,92.26021854,Government business second medical economic series myself.,95,British Virgin Islands,4506.609565,Which remember produce kitchen away.,Interview notice case impact top couple shake.,2615346.929,Live fight college suffer there new improve.,Hundred down feel.,60.02879608
613.4149016,Coal,Steam Turbine,31-08-1986,64.54907898,Sign lose project suffer.,54,Gibraltar,6583.32941,Book need difference.,Will admit remain pattern after life candidate.,5724724.234,Their well development parent study interesting.,Learn forget talk international affect during perform.,48.29024835
559.3653111,Coal,Hydro,23-03-1992,41.70118615,Class not what subject.,72,Namibia,5391.224122,All near campaign wish live stage.,Decide reason find role officer.,5246607.766,Game general college newspaper indeed chance.,Throw week sense state fast help.,20.50006432
736.8742897,Coal,Gas Turbine,16-06-1995,85.31380762,History mention letter campaign sense forget along.,59,Brunei Darussalam,4612.068117,Behind right tough must turn image.,Reduce picture interview political.,7949039.435,Development mouth scene next factor body chance.,Tonight cut owner benefit.,29.71251425
990.2133927,Solar,Gas Turbine,02-04-1998,68.98038328,Doctor recognize line shake both letter happy sit.,1,Myanmar,7803.542916,Throughout why specific quality family.,Occur market suddenly work similar drug according.,6328300.232,Interest she fast law.,Bed radio hear.,39.50527926
985.7562315,Natural Gas,Steam Turbine,22-06-1994,14.99994942,Board chance big.,14,Afghanistan,7255.722538,Lead cover already age.,Current however deal husband beyond building scientist.,3914130.725,We hundred just western rate green defense.,Work difference job debate recently four.,39.5410162
270.7754661,Natural Gas,Hydro,09-01-1991,15.71611636,Attention against lawyer strategy land down reason crime.,13,Isle of Man,2722.958941,Return build up.,Action exactly read too easy effort sure.,2709474.798,Woman within memory forget up.,Represent million chance positive.,13.2717895
301.2737417,Wind,Gas Turbine,03-04-1979,31.65697243,Cause fund really glass form.,13,Japan,1424.595748,Forget course author to important on since.,Energy receive choose reality responsibility front beat.,5666478.519,Resource share speak generation white.,Term interesting economy result expect improve likely.,80.74357748
493.6354433,Coal,Steam Turbine,13-02-1996,80.3908362,Image somebody key indicate.,82,Denmark,2249.525964,Imagine field week letter.,Hot free decide newspaper body forget important.,7813697,Tv three knowledge drop may.,Foreign cell win choose her compare difficult.,41.52098657
584.0075909,Coal,Gas Turbine,22-03-1995,62.36770709,Laugh whether training.,76,Micronesia,7491.949594,Offer same president keep along read.,Million behind contain.,5118405.829,American believe available hold explain.,That across wife student property memory.,51.81478328
810.7877387,Natural Gas,Gas Turbine,15-06-1996,32.36146502,Assume region think.,66,Bangladesh,710.7617817,Task new morning he key general thousand hot.,Television everyone local.,4012511.704,Capital answer eight administration tell beautiful shoulder live.,Bed message manage quality.,38.98944656
435.6278066,Solar,Solar PV,28-07-1990,36.91765347,Result staff meeting ten help food.,22,Spain,8924.25645,Second conference because member skin.,Natural animal official garden case stock officer.,4712798.73,Fire nice media leader.,West its be big official.,33.11966716
672.9766122,Coal,Hydro,25-10-1987,60.24825812,Fine there pattern garden.,72,Iraq,4382.077499,Forward star myself affect memory serve seek organization.,I chance ahead many support budget feel shoulder.,4070668.188,Meet kid recognize off.,Police side region base show everybody generation.,77.81315424
156.5968266,Solar,Gas Turbine,19-10-1978,52.75656048,Finally pressure act truth.,73,Ecuador,1950.027514,Indeed create well health spring policy region.,Subject direction finish both suggest yeah every.,3892293.365,Improve serve enough foreign must hotel college.,Present prove improve later around family write.,81.86912427
255.9753406,Coal,Gas Turbine,21-05-1992,48.34334836,Near quickly before type.,6,Lao People's Democratic Republic,4051.137073,Down than both pass end wrong.,Especially first seek enough.,3054947.633,Great himself many movie.,Large together buy prepare perhaps likely manager truth.,68.19539077
175.3396153,Natural Gas,Steam Turbine,14-08-1986,94.2476644,What risk table leg.,90,Spain,2964.132125,Run really within off.,Sort raise authority according audience pass significant.,6185417.557,Door office require when consumer trouble charge.,Get local east cultural.,59.00400512
8.552451598,Natural Gas,Solar PV,12-07-1989,54.2968003,Responsibility those moment not concern.,99,Venezuela,5100.80822,Quickly major beat outside music.,Character certain own sort girl behind.,3187658.707,Open beyond into Republican one.,Worry newspaper cold prove bad.,25.80112701
848.3091616,Natural Gas,Hydro,15-03-1991,76.20916785,Else protect although court economic.,40,Tonga,7751.293508,Manage safe behavior question.,Beautiful return employee blue parent cover.,2690624.478,Meet side machine wall thing.,Meet remember serve few happen.,96.83203626
735.9890209,Coal,Solar PV,18-08-1987,16.49792309,Lot themselves girl begin stage place medical.,75,Saint Kitts and Nevis,1476.832521,Team strong provide several pretty crime close.,Effort poor up should same now respond.,4988696.211,Hair pretty garden body thousand government.,Cell control order find two student.,64.23117121
225.3714487,Wind,Steam Turbine,14-09-2003,41.11738656,Officer letter quickly attention.,42,Peru,5658.492498,The him environmental material.,Policy exactly hear more defense list second.,3148034.661,Dark student church only hand star stay power.,Indicate nice give always blood stand medical.,88.28333546
521.5308486,Solar,Solar PV,14-06-1992,74.53671354,Office according cover hospital approach maybe.,28,Guadeloupe,5507.779499,Issue major radio wide.,Threat beautiful eight cultural.,2653042.205,Join agent that yeah.,Main trade people.,41.49644716
351.8933717,Wind,Solar PV,07-10-1986,15.00324735,State throw soldier value.,66,Heard Island and McDonald Islands,4213.302439,Never south various huge there join southern.,Environment any method special part service.,7739538.641,First less understand give would.,Fund ready level place thank garden.,83.01215147
776.8745553,Solar,Hydro,07-12-1978,71.94555316,Us experience reason put church teacher.,95,Libyan Arab Jamahiriya,9843.161957,Director behind machine act thought wrong eye other.,Usually course nor use yard step computer lot.,1341804.573,Rock Democrat goal dinner raise two growth.,Quality put government question tonight or.,52.19334462
262.7399199,Coal,Gas Turbine,12-10-1993,91.04406984,Building her growth check.,86,New Zealand,4390.915497,Treatment person site reflect since.,Up official shoulder region glass.,4481293.635,Concern much effect seek two.,Thought develop they early executive weight imagine air.,27.3390126
771.5906573,Coal,Solar PV,28-09-1989,31.68960425,Rule strategy song name material center test reveal.,81,Belize,4551.894036,Player then less.,Buy star listen.,4996308.891,Crime product find summer factor again certain.,Fund house customer.,68.2006399
373.3149539,Coal,Steam Turbine,08-11-1980,96.07640896,Various present difference walk.,67,Bangladesh,6179.479439,Anything skill room.,Clear might air win sound dog.,9456442.854,Defense tell professional approach a natural kind.,Relationship southern thought manager.,54.05183762
352.4055031,Wind,Steam Turbine,03-09-1984,56.52257764,Cut its late production catch.,92,Holy See (Vatican City State),4382.768971,Begin draw buy mission teach read range a.,Over authority few western perhaps base.,2615990.535,Must child image own think man baby.,South case fish public ten.,40.42853325
85.65081748,Wind,Hydro,28-05-1973,79.34615414,Station week environmental ready.,93,Belize,5998.878588,Decide act discuss.,Eat professor find best section official capital.,3566268.094,Employee between black couple meet.,Machine yet certainly occur.,24.29938761
690.0973901,Wind,Steam Turbine,30-11-1978,5.677340364,Society risk sell morning property shake upon situation.,64,Azerbaijan,2767.318128,Realize nature blood front side deep.,Tend certain your until news red moment.,7157265.342,Rate into expect nothing from stock evening.,Charge yet up.,95.96924318
173.0930414,Wind,Steam Turbine,18-09-1982,79.45987831,Agency among hot.,95,United States Virgin Islands,5248.072639,Rest relate take way oil.,Difference its road would local different.,5988235.495,Wife blue deal view black.,Lead ok night join.,15.36293746
816.0055646,Wind,Steam Turbine,20-04-2000,87.10104932,Something indicate charge state manage.,100,Chile,5646.063227,Rather cost little look possible star stock member.,Then unit teach.,7638914.412,Certainly suffer keep section cup each note serious.,Land beat mouth rate.,81.80409717
808.4063653,Wind,Gas Turbine,21-12-1972,39.7191465,Deep their memory large wind financial compare.,67,Cote d'Ivoire,1406.035491,Ok laugh treatment style.,Fund people seek.,3169475.424,Throw yeah trouble story it write.,Already work the run window.,49.34761786
145.4184319,Coal,Hydro,08-08-1973,85.63205723,Business believe face everybody say.,62,Bahamas,1363.484541,Marriage account reflect treatment.,Me person employee she modern enter.,4511416.51,Seat about expect.,Region nice method evening control.,33.76668227
991.0516393,Coal,Solar PV,16-06-1974,17.15731322,Want special fight model use worker hard special.,92,Cook Islands,6636.093416,Indeed half wish call owner.,Yourself western home large tend on memory campaign.,3410052.24,Determine although beat east.,Will material must yet.,70.21387567
529.1772254,Wind,Steam Turbine,28-05-1986,87.72563587,Situation involve past discover drug nation strong.,3,United Arab Emirates,7795.029516,Property create along Republican.,Than respond itself test.,3009765.7,Anything appear guess order.,Chair seek over lose technology.,64.0187401
428.7122432,Coal,Hydro,01-06-1998,38.92437541,Century job easy certainly south quickly establish she.,79,Ecuador,2015.313337,Agent large trouble.,Free ok good.,2210808.017,Example policy eight teach better already commercial.,Present high year.,66.01329821
878.6347694,Solar,Steam Turbine,22-12-1973,44.12255789,World central usually station.,36,Madagascar,4879.291544,Yet first people book.,Establish its present part we heavy.,1923096.51,Perform official than article exactly assume staff live.,Economy between kind sing white.,38.46964677
257.9539002,Coal,Hydro,02-02-1991,32.68144508,World resource sense coach.,83,Guadeloupe,6356.821167,Author its address allow foreign middle wonder.,Understand born tonight yard fast piece apply.,9108433.341,Parent feeling fast she describe site piece.,Chance may man tonight food challenge relationship also.,34.08658613
481.9938287,Wind,Solar PV,24-12-1988,67.05516236,Whom box agree energy memory same out.,68,Holy See (Vatican City State),673.765815,Five city area professor now start moment act.,Economy everyone modern news.,3978633.323,Value pay research wall order friend how.,Condition list difference job at.,32.08452863
394.8031767,Natural Gas,Gas Turbine,10-03-1974,89.69329316,Executive later save head.,59,Cayman Islands,5080.482626,Crime leg think history lawyer church after.,Instead yard shake market.,8478042.01,Mind Mr hour instead speech with but stop.,White drop call order message rest.,76.13505537
263.851628,Solar,Solar PV,24-09-1974,21.89991881,Market final your name walk economic some.,81,Bermuda,3664.68467,Old rate should state.,Event show turn idea performance one enough season.,7215259.602,Remember although course audience about.,Thing author easy such painting focus.,19.55028238
589.4035253,Solar,Steam Turbine,04-11-1987,44.36776932,Color series return PM middle.,76,Algeria,7034.122672,Return world send case.,Magazine agreement prove style finish sister.,9782303.697,Laugh either clear site why.,Need once half material do gun TV remember.,56.87443538
93.21265541,Coal,Solar PV,11-05-2001,82.92353148,Democrat entire true quickly agree present behavior.,33,Norway,2293.269779,Their specific take manager which continue person medical.,Charge art low understand.,9990372.569,Official long onto mention bad.,Door government short age power.,35.54377586
50.72662386,Solar,Steam Turbine,07-09-1973,4.540555792,Which president sell side read show yeah detail.,62,British Virgin Islands,9443.056585,Money instead break explain page as town.,Little list common city moment when under.,8954469.237,Old fight environment notice these.,Different far well we unit close top.,62.53210975
131.646729,Solar,Steam Turbine,22-01-1996,85.62211577,Quite decade rich product condition.,77,Malta,7427.853996,Real today movement.,Size performance perform conference mention.,8324596.046,Task even red human son sometimes.,Accept agency away.,25.37427006
735.5676298,Solar,Steam Turbine,07-03-2001,23.2689922,Who seek any big.,76,Solomon Islands,545.4131514,Learn something where key make.,Man hope fine.,3278652.056,Or effort that prevent unit.,All she such boy.,12.91554749
401.6679953,Coal,Solar PV,05-05-2002,11.02122199,Upon course follow reality.,99,Turkmenistan,4790.613938,Rate general project find to most first if.,Challenge sound set though color.,7317933.865,Offer young politics single power week.,Job player however board house either collection.,52.42348603
501.1191482,Solar,Solar PV,01-04-1990,96.64764486,Economy he government us reveal long.,87,Belgium,7095.041342,Interview lay education recent travel own lot.,Training behind lot policy near.,8221106.801,Build suggest across wife financial sing relationship.,New cultural student force stop kitchen.,36.06355174
484.534329,Coal,Gas Turbine,23-03-1978,23.01371503,On body report.,49,Trinidad and Tobago,6988.756518,Dinner industry now laugh head successful method.,American believe form direction.,8980780.62,They main camera popular end federal site.,Senior paper catch floor wrong team.,29.34354334
167.6713909,Solar,Solar PV,12-11-1990,40.33223148,Magazine serious order or nice ready.,84,Iraq,5482.089328,Item player wait site environmental shoulder pay leave.,Suggest building return option player card.,5565205.838,Information your mean teach billion.,Structure building always economic him very wear.,61.19657627
137.4781766,Natural Gas,Solar PV,31-12-1980,94.7197475,Soon almost professor half.,100,Belize,6038.699213,A necessary western until service wide right.,Form almost step vote another.,7540564.376,Begin democratic agency my identify.,North party at deal.,80.98477918
767.2002639,Coal,Gas Turbine,08-12-1990,18.88200486,Government outside manage far house administration.,68,Ecuador,6026.55353,True environmental population instead we represent material.,Middle drive word report evening senior.,3488012.834,Here concern read consider.,Cost just my score peace.,32.37067124
456.8525317,Wind,Gas Turbine,10-08-1990,65.80310848,Beautiful suggest than condition mind involve.,7,Belize,7224.241662,City similar woman.,Star our usually news stock quite.,5726088.845,Operation record brother pretty position.,Five leader read peace his.,70.69812058
273.9700081,Solar,Steam Turbine,13-07-1977,11.25987581,See minute a though go.,8,Russian Federation,6331.784459,Deal view our.,Music me seem wind suggest effort.,4944592.169,Moment economy behind their once rock stuff.,Around visit moment scene budget forget pick.,43.21508488
590.3242057,Solar,Steam Turbine,19-08-1999,79.68993867,Left see enough indicate house than cover.,100,North Macedonia,8027.998265,Surface foot wonder let lose despite try.,Power make city somebody very apply.,5618708.47,Both fact soldier point green story total.,Style capital watch big.,74.28092644
237.4599265,Wind,Steam Turbine,13-10-1997,78.71907406,Account continue board few ability support.,8,Congo,2590.648007,Simply something authority get attention both.,Agree address face generation.,9036275.883,Professor cover work grow.,Bit entire head peace stage.,39.79798811
583.5854073,Coal,Hydro,18-04-1979,16.06497853,Politics cell happy yet all.,89,Seychelles,8465.068894,Away smile plan population factor bag organization.,Society scientist also game doctor whom officer.,5522610.735,Drop how easy until worry.,Yeah hard try play.,50.97986166
407.1224045,Solar,Steam Turbine,04-12-1993,54.06432499,Sign mention force before.,71,Christmas Island,9328.723463,Former coach stage.,Hot show themselves claim matter.,6113718.934,Born girl three boy.,Mr quickly study fine.,66.970395
350.8291483,Coal,Gas Turbine,10-06-1983,19.88072948,Raise individual soon appear data claim.,90,French Polynesia,2226.025075,Medical anyone though industry.,Information score use true outside.,5026323.394,Rock human here fall whose choose sign.,But artist support analysis draw.,24.8840988
367.8986912,Wind,Steam Turbine,28-08-1977,87.90113892,Stage car outside personal career edge.,17,Christmas Island,7511.960898,Federal drug voice technology experience Mrs million.,Simple song head price.,9470308.087,Computer heavy represent pretty action positive most.,Minute its test.,41.50017483
403.9374365,Coal,Gas Turbine,08-08-1983,16.93996184,Plant together agree choose north gun could.,82,Monaco,3340.772571,Break free enjoy government.,Say wall above something cup listen hot.,9285394.949,Support list light rest court believe.,Water he fear approach.,85.5048411
72.28673133,Solar,Steam Turbine,28-02-1981,38.03678015,Street manage a play.,87,Mayotte,7509.777113,Firm side ever make.,Score son we town across.,1396692.018,Democrat great improve with.,Carry office piece stay might simple.,26.72055927
704.6181521,Coal,Hydro,19-12-1991,70.02995141,Paper kind strategy run.,41,Sri Lanka,4459.111764,Western father card color fight reason.,Treatment company herself night thought figure bank.,3727631.085,Apply democratic dream approach good pattern continue show.,Exist money either song.,52.50008498
